departure_time,file_name,journey_pattern_ref,journey_ticket_machine_code,line_ref,operator_ref,service_ref,vehicle_journey_code
16:06:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-162-I-1,106,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-79-MF
15:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-163-I-1,102,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-80-MF
08:44:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-164-I-1,38,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-81-MF
08:57:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-164-I-1,40,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-82-MF
08:31:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-165-I-1,36,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-83-MF
08:18:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-166-I-1,34,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-84-MF
07:25:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-167-I-1,24,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-85-MF
08:05:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-168-I-1,32,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-86-MF
07:33:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-169-I-1,26,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-87-MF
07:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-170-I-1,28,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-88-MF
07:52:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-171-I-1,30,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-89-MF
00:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-1-O-2,173,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-90-MF
00:10:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-2-O-2,169,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-91-MF
00:25:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-2-O-2,171,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-92-MF
05:00:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-4-O-2,1,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-93-MF
05:20:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-5-O-2,3,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-94-MF
23:55:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-9-O-2,167,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-95-MF
23:10:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-10-O-2,161,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-96-MF
23:25:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-10-O-2,163,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-97-MF
23:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-10-O-2,165,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-98-MF
22:55:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-14-O-2,159,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-99-MF
22:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-15-O-2,157,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-100-MF
22:25:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-21-O-2,155,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-101-MF
05:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-27-O-2,5,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-102-MF
05:55:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-31-O-2,7,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-103-MF
21:55:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-35-O-2,151,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-104-MF
22:10:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-35-O-2,153,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-105-MF
21:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-36-O-2,149,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-106-MF
21:25:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-43-O-2,147,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-107-MF
20:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-47-O-2,141,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-108-MF
20:55:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-47-O-2,143,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-109-MF
21:10:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-47-O-2,145,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-110-MF
06:10:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-49-O-2,9,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-111-MF
20:25:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-62-O-2,139,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-112-MF
20:10:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-64-O-2,137,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-113-MF
06:25:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-65-O-2,11,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-114-MF
19:55:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-66-O-2,135,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-115-MF
06:37:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-67-O-2,13,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-116-MF
19:42:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-68-O-2,133,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-117-MF
19:16:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-77-O-2,129,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-118-MF
19:29:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-77-O-2,131,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-119-MF
19:03:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-78-O-2,127,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-120-MF
06:45:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-79-O-2,15,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-121-MF
06:58:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-80-O-2,17,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-122-MF
18:50:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-83-O-2,125,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-123-MF
09:57:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-95-O-2,43,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-124-MF
10:10:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-95-O-2,45,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-125-MF
10:23:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-95-O-2,47,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-126-MF
10:36:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-95-O-2,49,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-127-MF
10:49:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-96-O-2,51,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-128-MF
11:02:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-96-O-2,53,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-129-MF
11:15:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-97-O-2,55,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-130-MF
11:28:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-97-O-2,57,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-131-MF
11:41:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-97-O-2,59,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-132-MF
11:54:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-99-O-2,61,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-133-MF
12:07:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-99-O-2,63,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-134-MF
12:20:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-100-O-2,65,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-135-MF
12:33:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-101-O-2,67,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-136-MF
12:46:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-102-O-2,69,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-137-MF
12:59:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-103-O-2,71,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-138-MF
13:12:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-103-O-2,73,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-139-MF
18:37:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-106-O-2,123,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-140-MF
07:11:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-108-O-2,19,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-141-MF
18:24:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-112-O-2,121,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-142-MF
09:18:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-122-O-2,37,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-143-MF
09:31:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-122-O-2,39,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-144-MF
09:44:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-122-O-2,41,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-145-MF
09:05:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-123-O-2,35,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-146-MF
13:25:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-125-O-2,75,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-147-MF
13:38:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-126-O-2,77,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-148-MF
13:51:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-127-O-2,79,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-149-MF
07:24:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-141-O-2,21,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-150-MF
18:11:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-142-O-2,119,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-151-MF
17:45:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-145-O-2,115,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-152-MF
17:58:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-145-O-2,117,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-153-MF
17:32:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-147-O-2,113,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-154-MF
14:04:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-152-O-2,81,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-155-MF
14:17:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-153-O-2,83,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-156-MF
14:30:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-154-O-2,85,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-157-MF
14:43:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-155-O-2,87,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-158-MF
08:50:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-157-O-2,33,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-159-MF
08:35:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-158-O-2,31,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-160-MF
07:37:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-159-O-2,23,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-161-MF
17:19:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-160-O-2,111,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-162-MF
16:53:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-161-O-2,107,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-163-MF
17:06:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-162-O-2,109,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-164-MF
16:40:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-163-O-2,105,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-165-MF
14:56:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-164-O-2,89,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-166-MF
08:20:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-165-O-2,29,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-167-MF
16:27:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-166-O-2,103,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-168-MF
16:14:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-167-O-2,101,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-169-MF
15:48:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-168-O-2,97,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-170-MF
16:01:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-168-O-2,99,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-171-MF
15:35:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-169-O-2,95,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-172-MF
08:05:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-170-O-2,27,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-173-MF
07:50:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-171-O-2,25,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-174-MF
15:22:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-172-O-2,93,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-175-MF
15:09:00,tfl_21-407-_-y05-11_HygcEjI.xml,JP_21-407-_-y05-11-173-O-2,91,ABLO:PK0003436:2:407,OId_CX,PK0003436:2,VJ_21-407-_-y05-11-176-MF
07:38:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-1-I-1,6,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-1-MFSc
08:08:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-1-I-1,10,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-2-MFSc
20:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-I-2,60,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-4-MFSc
21:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-I-2,62,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-6-MFSc
22:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-I-2,64,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-8-MFSc
23:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-I-2,66,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-10-MFSc
00:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-I-2,68,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-12-MFSc
06:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-4-I-2,2,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-13-MFSc
07:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-4-I-2,4,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-15-MFSc
10:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,20,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-17-MFSc
10:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,22,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-19-MFSc
11:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,24,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-21-MFSc
11:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,26,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-23-MFSc
12:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,28,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-25-MFSc
12:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,30,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-27-MFSc
13:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,32,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-29-MFSc
13:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,34,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-31-MFSc
14:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,36,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-33-MFSc
19:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,56,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-35-MFSc
19:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-5-I-2,58,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-37-MFSc
14:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,38,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-39-MFSc
15:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,40,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-41-MFSc
15:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,42,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-43-MFSc
16:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,44,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-45-MFSc
16:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,46,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-47-MFSc
17:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,48,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-49-MFSc
17:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,50,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-51-MFSc
18:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,52,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-53-MFSc
18:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-6-I-2,54,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-55-MFSc
07:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-7-I-2,8,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-57-MFSc
08:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-7-I-2,12,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-58-MFSc
08:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-7-I-2,14,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-61-MFSc
09:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-7-I-2,16,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-63-MFSc
09:40:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-7-I-2,18,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-65-MFSc
15:15:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-1-O-3,37,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-66-MFSc
21:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-O-4,61,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-68-MFSc
22:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-O-4,63,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-70-MFSc
23:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-O-4,65,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-72-MFSc
00:10:00,tfl_21-464-_-y05-55535.xml,JP_21-464-_-y05-55535-3-O-4,67,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55535-74-MFSc
