departure_time,file_name,journey_pattern_ref,journey_ticket_machine_code,line_ref,operator_ref,service_ref,vehicle_journey_code
05:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-O-3,1,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-21-Sa
06:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-O-3,3,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-22-Sa
07:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-O-3,5,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-23-Sa
21:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-3-O-3,33,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-24-Sa
22:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-3-O-3,35,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-25-Sa
23:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-3-O-3,37,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-26-Sa
08:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-O-3,7,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-27-Sa
09:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,9,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-28-Sa
10:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,11,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-29-Sa
11:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,13,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-30-Sa
12:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,15,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-31-Sa
13:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,17,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-32-Sa
14:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,19,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-33-Sa
15:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,21,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-34-Sa
16:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,23,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-35-Sa
17:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,25,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-36-Sa
18:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,27,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-37-Sa
19:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,29,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-38-Sa
20:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,31,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-39-Sa
07:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,2,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-3-Su
08:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,4,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-5-Su
09:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,6,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-6-Su
20:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,28,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-7-Su
21:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,30,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-10-Su
22:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,32,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-13-Su
23:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,34,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-16-Su
00:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,36,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-20-Su
10:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,8,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-31-Su
11:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,10,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-32-Su
12:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,12,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-35-Su
13:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,14,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-38-Su
14:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,16,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-41-Su
15:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,18,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-43-Su
16:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,20,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-45-Su
17:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,22,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-47-Su
18:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,24,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-49-Su
19:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,26,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-51-Su
07:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-1-O-3,1,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-70-Su
08:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-1-O-3,3,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-71-Su
09:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-1-O-3,5,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-72-Su
21:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-3-O-3,29,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-84-Su
22:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-3-O-3,31,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-86-Su
23:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-3-O-3,33,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-88-Su
10:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,7,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-97-Su
11:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,9,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-99-Su
12:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,11,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-100-Su
13:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,13,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-102-Su
14:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,15,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-104-Su
15:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,17,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-106-Su
16:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,19,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-108-Su
17:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,21,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-110-Su
18:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,23,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-112-Su
19:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,25,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-114-Su
20:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-6-O-3,27,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-116-Su
20:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,30,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-4-MFHo
21:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,32,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-6-MFHo
22:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,34,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-8-MFHo
23:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,36,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-10-MFHo
00:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-2-I-2,38,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-14-MFHo
06:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-3-I-2,2,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-16-MFHo
10:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,10,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-20-MFHo
11:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,12,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-22-MFHo
12:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,14,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-24-MFHo
13:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,16,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-26-MFHo
19:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-I-2,28,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-33-MFHo
07:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-I-2,4,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-35-MFHo
08:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-I-2,6,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-36-MFHo
09:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-I-2,8,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-37-MFHo
14:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-I-2,18,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-38-MFHo
15:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-I-2,20,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-39-MFHo
16:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-I-2,22,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-40-MFHo
17:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-I-2,24,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-41-MFHo
18:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-5-I-2,26,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-42-MFHo
21:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-1-O-3,33,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-51-MFHo
22:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-1-O-3,35,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-52-MFHo
23:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-1-O-3,37,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-54-MFHo
05:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-O-3,1,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-63-MFHo
06:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-4-O-3,3,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-65-MFHo
07:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,5,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-79-MFHo
08:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,7,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-80-MFHo
09:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,9,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-81-MFHo
10:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,11,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-82-MFHo
11:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,13,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-84-MFHo
12:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,15,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-85-MFHo
13:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,17,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-87-MFHo
19:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,29,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-88-MFHo
20:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-7-O-3,31,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-89-MFHo
14:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-9-O-3,19,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-92-MFHo
15:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-9-O-3,21,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-94-MFHo
16:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-9-O-3,23,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-95-MFHo
17:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-9-O-3,25,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-96-MFHo
18:40:00,tfl_21-464-_-y05-55539.xml,JP_21-464-_-y05-55539-9-O-3,27,ABLO:PK0003436:4:464,OId_CX,PK0003436:4,VJ_21-464-_-y05-55539-97-MFHo
00:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-1-I-1,72,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-1-Sa
20:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-3-I-1,64,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-2-Sa
19:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-6-I-1,60,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-3-Sa
05:15:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-9-I-2,2,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-4-Sa
05:45:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-9-I-2,4,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-5-Sa
06:15:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-9-I-2,6,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-6-Sa
06:45:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-10-I-2,8,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-7-Sa
07:15:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-11-I-2,10,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-8-Sa
23:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-13-I-2,70,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-9-Sa
21:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-17-I-2,66,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-10-Sa
22:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-17-I-2,68,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-11-Sa
20:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-18-I-2,62,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-12-Sa
07:45:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-20-I-2,12,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-13-Sa
08:15:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-22-I-2,14,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-14-Sa
08:43:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-24-I-2,16,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-15-Sa
09:11:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-28-I-2,18,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-16-Sa
19:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-30-I-2,58,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-17-Sa
09:36:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-31-I-2,20,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-18-Sa
18:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-33-I-2,56,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-19-Sa
10:04:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-38-I-2,22,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-20-Sa
18:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-41-I-2,54,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-21-Sa
17:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-42-I-2,52,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-22-Sa
17:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-48-I-2,50,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-23-Sa
10:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-52-I-2,24,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-24-Sa
11:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-52-I-2,26,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-25-Sa
16:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-56-I-2,48,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-26-Sa
16:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-57-I-2,46,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-27-Sa
14:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-58-I-2,38,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-28-Sa
14:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-58-I-2,40,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-29-Sa
15:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-58-I-2,42,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-30-Sa
15:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-58-I-2,44,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-31-Sa
13:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-59-I-2,36,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-32-Sa
13:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-61-I-2,34,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-33-Sa
11:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-62-I-2,28,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-34-Sa
12:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-62-I-2,30,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-35-Sa
12:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-62-I-2,32,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-36-Sa
00:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-1-O-3,69,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-37-Sa
06:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-4-O-3,1,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-38-Sa
06:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-4-O-3,3,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-39-Sa
07:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-7-O-3,5,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-40-Sa
23:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-8-O-3,67,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-41-Sa
21:05:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-10-O-3,63,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-42-Sa
22:00:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-10-O-3,65,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-43-Sa
20:35:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-11-O-3,61,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-44-Sa
07:30:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-12-O-3,7,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-45-Sa
11:05:00,tfl_21-465-_-y05-7_b3z8CFQ.xml,JP_21-465-_-y05-7-20-O-3,23,ABLO:PK0001815:90:465,OId_TE,PK0001815:90,VJ_21-465-_-y05-7-46-Sa
