common_name,file_name,latitude,longitude,stop_id
Purley Way / Waddon Road,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014110S
Waddon New Road / Waddon Road,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014111S
Wallington County Grammar School,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014136W
Wallington Green / Croydon Road,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014137E
Wallington Green / Croydon Road,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014137W
Well Farm Road,tfl_21-407-_-y05-11_HygcEjI.xml,,,40004410113A
West Croydon Bus Station,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014420W
West Croydon Bus Station,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014420X
Whitgift Centre,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014614E10
Whitgift Centre,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014614E14
Whyteleafe South Station,tfl_21-407-_-y05-11_HygcEjI.xml,,,40004410114B
Whyteleafe South Station,tfl_21-407-_-y05-11_HygcEjI.xml,,,40004410114A
Whyteleafe and Upper Warlingham Stations,tfl_21-407-_-y05-11_HygcEjI.xml,,,40004410116B
Whyteleafe and Upper Warlingham Stations,tfl_21-407-_-y05-11_HygcEjI.xml,,,40004410116A
Chalk Pit Way,tfl_21-407-_-y05-11_HygcEjI.xml,,,490015833S
Courtney Road,tfl_21-407-_-y05-11_HygcEjI.xml,,,490014110B
Guy Road,tfl_21-407-_-y05-11_HygcEjI.xml,,,490008217E
Warbank Crescent,tfl_21-464-_-y05-55535.xml,,,490000388Y
Warbank Crescent,tfl_21-464-_-y05-55535.xml,,,490000388Z
New Addington Tram Stop,tfl_21-464-_-y05-55535.xml,,,490010848N
New Addington Tram Stop,tfl_21-464-_-y05-55535.xml,,,490010848S
King Henry's Drive / Homestead Way,tfl_21-464-_-y05-55535.xml,,,490003093N
King Henry's Drive / Homestead Way,tfl_21-464-_-y05-55535.xml,,,490003093S
Lebanon Gardens,tfl_21-464-_-y05-55535.xml,,,490003994S
Lebanon Gardens,tfl_21-464-_-y05-55535.xml,,,490003994E
Calley Down Crescent,tfl_21-464-_-y05-55535.xml,,,490004680E
Calley Down Crescent,tfl_21-464-_-y05-55535.xml,,,490004680W
Central Parade New Addington,tfl_21-464-_-y05-55535.xml,,,490004928Z
Central Parade New Addington,tfl_21-464-_-y05-55535.xml,,,490004928N
Charlton Drive,tfl_21-464-_-y05-55535.xml,,,490005009W
Cudham Road,tfl_21-464-_-y05-55535.xml,,,40004410805D
Biggin Hill / Black Horse,tfl_21-464-_-y05-55535.xml,,,490008533N
Biggin Hill / Black Horse,tfl_21-464-_-y05-55535.xml,,,490008533S
Maple Leaf Close,tfl_21-464-_-y05-55535.xml,,,490009625N
New Addington Baptist Church,tfl_21-464-_-y05-55535.xml,,,490009926E
New Addington Baptist Church,tfl_21-464-_-y05-55535.xml,,,490009926W
Ship Hill / Borough Road,tfl_21-464-_-y05-55535.xml,,,40004410805A
Ship Hill / Borough Road,tfl_21-464-_-y05-55535.xml,,,40004410805H
Rosehill Road,tfl_21-464-_-y05-55535.xml,,,490011693N3
Rosehill Road,tfl_21-464-_-y05-55535.xml,,,490011693S
Main Road / Salt Box Hill,tfl_21-464-_-y05-55535.xml,,,490011874N
Main Road / Salt Box Hill,tfl_21-464-_-y05-55535.xml,,,490011874S
St Edward's Church,tfl_21-464-_-y05-55535.xml,,,490012660E
Stock Hill,tfl_21-464-_-y05-55535.xml,,,490012824N
Stock Hill,tfl_21-464-_-y05-55535.xml,,,490012824S
Main Road / Sunningvale Ave,tfl_21-464-_-y05-55535.xml,,,490013017N
Main Road / Sunningvale Ave,tfl_21-464-_-y05-55535.xml,,,490013017S
Swievelands Road,tfl_21-464-_-y05-55535.xml,,,490013114E
Swievelands Road,tfl_21-464-_-y05-55535.xml,,,490013114W
Cudham Hill,tfl_21-464-_-y05-55535.xml,,,40004410805F
Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55535.xml,,,40004410805C
Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55535.xml,,,40004410134A
Tatsfield Village / Old Ship,tfl_21-464-_-y05-55535.xml,,,40004410135A
Tatsfield Green,tfl_21-464-_-y05-55535.xml,,,40004410805B
Tatsfield Green,tfl_21-464-_-y05-55535.xml,,,40004410805G
Meridian High School,tfl_21-464-_-y05-55535.xml,,,490006699N
Meridian High School,tfl_21-464-_-y05-55535.xml,,,490006699S
Fieldway Tram Stop,tfl_21-464-_-y05-55538.xml,,,490002038B
Fieldway Tram Stop,tfl_21-464-_-y05-55538.xml,,,490002038A
New Addington Tram Stop,tfl_21-464-_-y05-55538.xml,,,490010848N
New Addington Tram Stop,tfl_21-464-_-y05-55538.xml,,,490010848S
Biggin Hill Memorial Museum,tfl_21-464-_-y05-55538.xml,,,490002120Z
Biggin Hill Memorial Museum,tfl_21-464-_-y05-55538.xml,,,490007746N
Addington Road / Pumping Station,tfl_21-464-_-y05-55538.xml,,,490003095E
Addington Road / Pumping Station,tfl_21-464-_-y05-55538.xml,,,490003095W
Glebe Way,tfl_21-464-_-y05-55538.xml,,,490003097E
Addington Road / Glebe Way,tfl_21-464-_-y05-55538.xml,,,490003099N
Addington Road / Glebe Way,tfl_21-464-_-y05-55538.xml,,,490003099W
Betchworth Way,tfl_21-464-_-y05-55538.xml,,,490003945W
Biggin Hill Airport / Passenger Terminal,tfl_21-464-_-y05-55538.xml,,,490003993N
Biggin Hill Airport / Passenger Terminal,tfl_21-464-_-y05-55538.xml,,,490003993S
Lebanon Gardens,tfl_21-464-_-y05-55538.xml,,,490003994S
Lebanon Gardens,tfl_21-464-_-y05-55538.xml,,,490003994E
Blackness Lane,tfl_21-464-_-y05-55538.xml,,,490004073N
Blackness Lane,tfl_21-464-_-y05-55538.xml,,,490004073S
Calley Down Crescent,tfl_21-464-_-y05-55538.xml,,,490004680E
Calley Down Crescent,tfl_21-464-_-y05-55538.xml,,,490004680W
Castle Hill Avenue,tfl_21-464-_-y05-55538.xml,,,490013322N
Castle Hill Avenue,tfl_21-464-_-y05-55538.xml,,,490004843S
Central Parade New Addington,tfl_21-464-_-y05-55538.xml,,,490004928Z
Central Parade New Addington,tfl_21-464-_-y05-55538.xml,,,490004928N
Charlton Drive,tfl_21-464-_-y05-55538.xml,,,490005009W
Coney Hall,tfl_21-464-_-y05-55538.xml,,,490005544E
Coney Hall,tfl_21-464-_-y05-55538.xml,,,490005544W
Keston Church,tfl_21-464-_-y05-55538.xml,,,490008680N
Keston Church,tfl_21-464-_-y05-55538.xml,,,490006165S
Cudham Road,tfl_21-464-_-y05-55538.xml,,,40004410805D
Hanbury Drive,tfl_21-464-_-y05-55538.xml,,,490007746S
Hartfield Crescent,tfl_21-464-_-y05-55538.xml,,,490007871E
Hartfield Crescent,tfl_21-464-_-y05-55538.xml,,,490007871W
Westerham Rd / Heathfield Rd,tfl_21-464-_-y05-55538.xml,,,490008000N2
Heathfield Road /Keston Common,tfl_21-464-_-y05-55538.xml,,,490008000S2
Biggin Hill / Black Horse,tfl_21-464-_-y05-55538.xml,,,490008533N
Biggin Hill / Black Horse,tfl_21-464-_-y05-55538.xml,,,490008533S
Keston / The Fox,tfl_21-464-_-y05-55538.xml,,,490008678N
Keston / The Fox,tfl_21-464-_-y05-55538.xml,,,490008678S
Keston Village Hall,tfl_21-464-_-y05-55538.xml,,,490008684N1
Keston Village Hall,tfl_21-464-_-y05-55538.xml,,,490008684N2
Layhams Road,tfl_21-464-_-y05-55538.xml,,,490009032E
Layhams Road,tfl_21-464-_-y05-55538.xml,,,490009032W
Leaves Green / Ashmore Lane,tfl_21-464-_-y05-55538.xml,,,490009051N
Leaves Green / Ashmore Lane,tfl_21-464-_-y05-55538.xml,,,490009051S
Maple Leaf Close,tfl_21-464-_-y05-55538.xml,,,490009625N
Leaves Green / The Kings Arms,tfl_21-464-_-y05-55538.xml,,,490009878N
Leaves Green / The Kings Arms,tfl_21-464-_-y05-55538.xml,,,490009878S
New Addington Baptist Church,tfl_21-464-_-y05-55538.xml,,,490009926E
New Addington Baptist Church,tfl_21-464-_-y05-55538.xml,,,490009926W
Ship Hill / Borough Road,tfl_21-464-_-y05-55538.xml,,,40004410805A
Ship Hill / Borough Road,tfl_21-464-_-y05-55538.xml,,,40004410805H
Redstart Close,tfl_21-464-_-y05-55538.xml,,,490011493N
Redstart Close,tfl_21-464-_-y05-55538.xml,,,490011493S
Rosehill Road,tfl_21-464-_-y05-55538.xml,,,490011693N3
Rosehill Road,tfl_21-464-_-y05-55538.xml,,,490011693S
Main Road / Salt Box Hill,tfl_21-464-_-y05-55538.xml,,,490011874N
Main Road / Salt Box Hill,tfl_21-464-_-y05-55538.xml,,,490011874S
St Edward's Church,tfl_21-464-_-y05-55538.xml,,,490012660E
Stock Hill,tfl_21-464-_-y05-55538.xml,,,490012824N
Stock Hill,tfl_21-464-_-y05-55538.xml,,,490012824S
Main Road / Sunningvale Ave,tfl_21-464-_-y05-55538.xml,,,490013017N
Main Road / Sunningvale Ave,tfl_21-464-_-y05-55538.xml,,,490013017S
Swievelands Road,tfl_21-464-_-y05-55538.xml,,,490013114E
Swievelands Road,tfl_21-464-_-y05-55538.xml,,,490013114W
Cudham Hill,tfl_21-464-_-y05-55538.xml,,,40004410805F
Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55538.xml,,,40004410805C
Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55538.xml,,,40004410134A
Tatsfield Village / Old Ship,tfl_21-464-_-y05-55538.xml,,,40004410135A
Tilford Avenue,tfl_21-464-_-y05-55538.xml,,,490013672E
Vulcan Way,tfl_21-464-_-y05-55538.xml,,,490015467N
Vulcan Way,tfl_21-464-_-y05-55538.xml,,,490015467Z
Fieldway,tfl_21-464-_-y05-55538.xml,,,490015533S1
Leafy Grove,tfl_21-464-_-y05-55538.xml,,,490015686S
Leafy Grove,tfl_21-464-_-y05-55538.xml,,,490015686N
Tatsfield Green,tfl_21-464-_-y05-55538.xml,,,40004410805B
Tatsfield Green,tfl_21-464-_-y05-55538.xml,,,40004410805G
Fieldway Tram Stop,tfl_21-464-_-y05-55539.xml,,,490002038B
Fieldway Tram Stop,tfl_21-464-_-y05-55539.xml,,,490002038A
New Addington Tram Stop,tfl_21-464-_-y05-55539.xml,,,490010848N
New Addington Tram Stop,tfl_21-464-_-y05-55539.xml,,,490010848S
Biggin Hill Memorial Museum,tfl_21-464-_-y05-55539.xml,,,490002120Z
Biggin Hill Memorial Museum,tfl_21-464-_-y05-55539.xml,,,490007746N
Addington Road / Pumping Station,tfl_21-464-_-y05-55539.xml,,,490003095E
Addington Road / Pumping Station,tfl_21-464-_-y05-55539.xml,,,490003095W
Glebe Way,tfl_21-464-_-y05-55539.xml,,,490003097E
Addington Road / Glebe Way,tfl_21-464-_-y05-55539.xml,,,490003099N
Addington Road / Glebe Way,tfl_21-464-_-y05-55539.xml,,,490003099W
Betchworth Way,tfl_21-464-_-y05-55539.xml,,,490003945W
Biggin Hill Airport / Passenger Terminal,tfl_21-464-_-y05-55539.xml,,,490003993N
Biggin Hill Airport / Passenger Terminal,tfl_21-464-_-y05-55539.xml,,,490003993S
Lebanon Gardens,tfl_21-464-_-y05-55539.xml,,,490003994S
Lebanon Gardens,tfl_21-464-_-y05-55539.xml,,,490003994E
Blackness Lane,tfl_21-464-_-y05-55539.xml,,,490004073N
Blackness Lane,tfl_21-464-_-y05-55539.xml,,,490004073S
Calley Down Crescent,tfl_21-464-_-y05-55539.xml,,,490004680E
Calley Down Crescent,tfl_21-464-_-y05-55539.xml,,,490004680W
Castle Hill Avenue,tfl_21-464-_-y05-55539.xml,,,490013322N
Castle Hill Avenue,tfl_21-464-_-y05-55539.xml,,,490004843S
Central Parade New Addington,tfl_21-464-_-y05-55539.xml,,,490004928Z
Central Parade New Addington,tfl_21-464-_-y05-55539.xml,,,490004928N
Charlton Drive,tfl_21-464-_-y05-55539.xml,,,490005009W
Coney Hall,tfl_21-464-_-y05-55539.xml,,,490005544E
Coney Hall,tfl_21-464-_-y05-55539.xml,,,490005544W
Keston Church,tfl_21-464-_-y05-55539.xml,,,490008680N
Keston Church,tfl_21-464-_-y05-55539.xml,,,490006165S
Cudham Road,tfl_21-464-_-y05-55539.xml,,,40004410805D
Hanbury Drive,tfl_21-464-_-y05-55539.xml,,,490007746S
Hartfield Crescent,tfl_21-464-_-y05-55539.xml,,,490007871E
Hartfield Crescent,tfl_21-464-_-y05-55539.xml,,,490007871W
Westerham Rd / Heathfield Rd,tfl_21-464-_-y05-55539.xml,,,490008000N2
Heathfield Road /Keston Common,tfl_21-464-_-y05-55539.xml,,,490008000S2
Biggin Hill / Black Horse,tfl_21-464-_-y05-55539.xml,,,490008533N
Biggin Hill / Black Horse,tfl_21-464-_-y05-55539.xml,,,490008533S
Keston / The Fox,tfl_21-464-_-y05-55539.xml,,,490008678N
Keston / The Fox,tfl_21-464-_-y05-55539.xml,,,490008678S
Keston Village Hall,tfl_21-464-_-y05-55539.xml,,,490008684N1
Keston Village Hall,tfl_21-464-_-y05-55539.xml,,,490008684N2
Layhams Road,tfl_21-464-_-y05-55539.xml,,,490009032E
Layhams Road,tfl_21-464-_-y05-55539.xml,,,490009032W
Leaves Green / Ashmore Lane,tfl_21-464-_-y05-55539.xml,,,490009051N
Leaves Green / Ashmore Lane,tfl_21-464-_-y05-55539.xml,,,490009051S
Maple Leaf Close,tfl_21-464-_-y05-55539.xml,,,490009625N
Leaves Green / The Kings Arms,tfl_21-464-_-y05-55539.xml,,,490009878N
Leaves Green / The Kings Arms,tfl_21-464-_-y05-55539.xml,,,490009878S
New Addington Baptist Church,tfl_21-464-_-y05-55539.xml,,,490009926E
New Addington Baptist Church,tfl_21-464-_-y05-55539.xml,,,490009926W
Ship Hill / Borough Road,tfl_21-464-_-y05-55539.xml,,,40004410805A
Ship Hill / Borough Road,tfl_21-464-_-y05-55539.xml,,,40004410805H
Redstart Close,tfl_21-464-_-y05-55539.xml,,,490011493N
Redstart Close,tfl_21-464-_-y05-55539.xml,,,490011493S
Rosehill Road,tfl_21-464-_-y05-55539.xml,,,490011693N3
Rosehill Road,tfl_21-464-_-y05-55539.xml,,,490011693S
Main Road / Salt Box Hill,tfl_21-464-_-y05-55539.xml,,,490011874N
Main Road / Salt Box Hill,tfl_21-464-_-y05-55539.xml,,,490011874S
St Edward's Church,tfl_21-464-_-y05-55539.xml,,,490012660E
Stock Hill,tfl_21-464-_-y05-55539.xml,,,490012824N
Stock Hill,tfl_21-464-_-y05-55539.xml,,,490012824S
Main Road / Sunningvale Ave,tfl_21-464-_-y05-55539.xml,,,490013017N
Main Road / Sunningvale Ave,tfl_21-464-_-y05-55539.xml,,,490013017S
Swievelands Road,tfl_21-464-_-y05-55539.xml,,,490013114E
Swievelands Road,tfl_21-464-_-y05-55539.xml,,,490013114W
Cudham Hill,tfl_21-464-_-y05-55539.xml,,,40004410805F
Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55539.xml,,,40004410805C
Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55539.xml,,,40004410134A
Tatsfield Village / Old Ship,tfl_21-464-_-y05-55539.xml,,,40004410135A
Tilford Avenue,tfl_21-464-_-y05-55539.xml,,,490013672E
Vulcan Way,tfl_21-464-_-y05-55539.xml,,,490015467N
Vulcan Way,tfl_21-464-_-y05-55539.xml,,,490015467Z
Fieldway,tfl_21-464-_-y05-55539.xml,,,490015533S1
Leafy Grove,tfl_21-464-_-y05-55539.xml,,,490015686S
Leafy Grove,tfl_21-464-_-y05-55539.xml,,,490015686N
Tatsfield Green,tfl_21-464-_-y05-55539.xml,,,40004410805B
Tatsfield Green,tfl_21-464-_-y05-55539.xml,,,40004410805G
Vincent Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408088A
Dorking Station / London Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408240A
Surbiton Station / Victoria Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490001285D
Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490001285C
Leatherhead Rail Station,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408237A
All Saints Church (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408188A
All Saints Church (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408188B
All Saints School,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408189A
All Saints School,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408189B
Barwell Business Park,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490003663X
Barwell Business Park,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490003663W
Bridge Road (KT9),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490004328N
Burford Bridge,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408130B
Burford Bridge,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408130A
Byttom Hill,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408133A
Byttom Hill,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408133B
Chessington World Of Adventures,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490005121X
Chessington World Of Adventures,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490005121Y
Cromwell Road Bus Station,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490005800A16
Cromwell Road Bus Station,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490005800A2
Ditton Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006089S
Dorking Station,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408115B
Dorking Station,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408240B
Deepdene Avenue Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408114A
Moores Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408112A
Moores Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408112B
Townfield Court,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408085A
South Street / Dorking,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408086A
Dorking Council Offices,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408113A
Dorking Council Offices,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408113B
West Street (RH4),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408110A
White Horse,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408111B
White Horse,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408111A
East Lane (KT1),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006364S
East Lane (KT1),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006364N
Eden Street,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006412D1
Eden Street,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006412E3
St James Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006412H
Ellingham Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006490L
Ellingham Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006490M
Elmcroft Drive,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006501S
Elmcroft Drive,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490006501N
Pixham Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408128A
Pixham Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408128B
Givons Roundabout,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408134A
Givons Roundabout,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408134B
Southborough High School,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490007205S
Southborough High School,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490007205N
Leatherhead Leisure Centre,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408174A
Leatherhead Leisure Centre,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408174B
Guildhall / Rose Theatre,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490007595J
Guildhall / Rose Theatre,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490007595K
Hook Parade,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490008338S1
Hook Parade,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490008338N
Juniper Hall,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408131A
Juniper Hall,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408131B
The Villa,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408239A
Langley Avenue (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490008949N
Langley Avenue (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490008949S
Bridge Street (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408175B
Bridge Street (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408175A
North Street (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408176A
North Street (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408176B
Leatherhead Golf Club,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408192A
Leatherhead Golf Club,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408192B
Garrison Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490009048C
Garrison Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490009048D
North Downs Way,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408238A
Lovelace Gardens,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490009395N
Lovelace Gardens,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490009395S
Malden Rushett / The Star,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408959A
Malden Rushett / The Star,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408959B
Mansfield Road / Hook,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490009615P
Maple Road (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490009627S
Maple Road (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490009627N
Mountcombe Close,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490010075N
Mountcombe Close,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490010075S
Oxshott Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408226A
Oxshott Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408226B
Park Rise,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408187A
Park Rise,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408187B
Regent Park,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408191A
Regent Park,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408191B
Rushett Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490011796N
Rushett Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490011796S
Surbiton Crescent,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013034S
Surbiton Road / Penrhyn Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013035N
Surbiton Sainsbury's,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013036H
Surbiton Sainsbury's,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013036G
Surbiton Road / Milestone House,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013037W
Surbiton Road / Milestone House,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013037E
The Crescent Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013315N
The Crescent Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013315S
Ash Tree Close,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013457HU
The Mount,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408173A
The Mount,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408173B
The North Star,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013474S
The North Star,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013474N
The Ridgeway Fetcham,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408172A
The Ridgeway Fetcham,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408172B
Oak Road / Leatherhead,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408234A
Mickleham Church,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408132A
Mickleham Church,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408132B
Malden Rushett / Shy Horse,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013552N
Malden Rushett / Shy Horse,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013552S
Holmwood Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013597Q
Holmwood Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013597N
Zig Zag Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408223A
Zig Zag Road,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408016A
Thornhill Road Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013628S
Thornhill Road Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013628N
Westhumble Street,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408129A
Westhumble Street,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408129B
Woodbines Avenue,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490014817S
Surbiton Station/Claremont Rd,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490015165B
Langley Road (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490018574S
South Street/ Rose Hill,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,40004408086B
The Maypole,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490013457N
Claremont Rd/ Surbiton Station,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490015165A
Chessington Garden Centre,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490020192N
Chessington Garden Centre,tfl_21-465-_-y05-7_b3z8CFQ.xml,,,490020192S
Richmond Station,tfl_21-R68-_-y05-58885.xml,,,490013511C
Richmond Station,tfl_21-R68-_-y05-58885.xml,,,490000192S
Hampton Court,tfl_21-R68-_-y05-58885.xml,,,40004405136E
Teddington / Broad Street,tfl_21-R68-_-y05-58885.xml,,,490004377E
Teddington / Broad Street,tfl_21-R68-_-y05-58885.xml,,,490004377F
Cambridge Park (TW1),tfl_21-R68-_-y05-58885.xml,,,490004705W
Cambridge Road (TW11),tfl_21-R68-_-y05-58885.xml,,,490004709E
Cambridge Road (TW11),tfl_21-R68-_-y05-58885.xml,,,490004709W
Cresswell Road,tfl_21-R68-_-y05-58885.xml,,,490005755E
Cresswell Road,tfl_21-R68-_-y05-58885.xml,,,490005755W
Marble Hill Park / Crown Road,tfl_21-R68-_-y05-58885.xml,,,490005841T
Marble Hill Park / Crown Road,tfl_21-R68-_-y05-58885.xml,,,490005841U
Garrick Villa,tfl_21-R68-_-y05-58885.xml,,,490007125E
Garrick Villa,tfl_21-R68-_-y05-58885.xml,,,490007125W
George Street (TW9),tfl_21-R68-_-y05-58885.xml,,,490007166B
Grove Gardens,tfl_21-R68-_-y05-58885.xml,,,490007558N
Grove Gardens,tfl_21-R68-_-y05-58885.xml,,,490007558S
Hampton Court Green,tfl_21-R68-_-y05-58885.xml,,,490007713D
Hampton Court Green,tfl_21-R68-_-y05-58885.xml,,,490007713E
