distance,file_name,from_stop,route_link_id,route_section_id,to_stop
416,tfl_21-465-_-y05-7_b3z8CFQ.xml,490006490M,RL_21-465-_-y05-7-O-2-27,RS_21-465-_-y05-7-O-2,490009048D
402,tfl_21-465-_-y05-7_b3z8CFQ.xml,490009048D,RL_21-465-_-y05-7-O-2-28,RS_21-465-_-y05-7-O-2,490003663W
357,tfl_21-465-_-y05-7_b3z8CFQ.xml,490003663W,RL_21-465-_-y05-7-O-2-29,RS_21-465-_-y05-7-O-2,490005121Y
883,tfl_21-465-_-y05-7_b3z8CFQ.xml,490005121Y,RL_21-465-_-y05-7-O-2-30,RS_21-465-_-y05-7-O-2,490020192S
302,tfl_21-465-_-y05-7_b3z8CFQ.xml,490020192S,RL_21-465-_-y05-7-O-2-31,RS_21-465-_-y05-7-O-2,490011796S
338,tfl_21-465-_-y05-7_b3z8CFQ.xml,490011796S,RL_21-465-_-y05-7-O-2-32,RS_21-465-_-y05-7-O-2,490013552S
1390,tfl_21-465-_-y05-7_b3z8CFQ.xml,490013552S,RL_21-465-_-y05-7-O-2-33,RS_21-465-_-y05-7-O-2,40004408959B
592,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408959B,RL_21-465-_-y05-7-O-2-34,RS_21-465-_-y05-7-O-2,40004408192B
1160,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408192B,RL_21-465-_-y05-7-O-2-35,RS_21-465-_-y05-7-O-2,40004408226B
470,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408226B,RL_21-465-_-y05-7-O-2-36,RS_21-465-_-y05-7-O-2,40004408191B
472,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408191B,RL_21-465-_-y05-7-O-2-37,RS_21-465-_-y05-7-O-2,40004408189B
589,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408189B,RL_21-465-_-y05-7-O-2-38,RS_21-465-_-y05-7-O-2,40004408188B
393,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408188B,RL_21-465-_-y05-7-O-2-39,RS_21-465-_-y05-7-O-2,40004408187B
419,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408187B,RL_21-465-_-y05-7-O-2-40,RS_21-465-_-y05-7-O-2,40004408176B
208,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408176B,RL_21-465-_-y05-7-O-2-41,RS_21-465-_-y05-7-O-2,40004408175B
457,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408175B,RL_21-465-_-y05-7-O-2-42,RS_21-465-_-y05-7-O-2,40004408174B
1017,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408174B,RL_21-465-_-y05-7-O-2-43,RS_21-465-_-y05-7-O-2,40004408173B
385,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408173B,RL_21-465-_-y05-7-O-2-44,RS_21-465-_-y05-7-O-2,40004408172B
1898,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408172B,RL_21-465-_-y05-7-O-2-45,RS_21-465-_-y05-7-O-2,40004408134B
1269,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408134B,RL_21-465-_-y05-7-O-2-46,RS_21-465-_-y05-7-O-2,40004408133B
664,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408133B,RL_21-465-_-y05-7-O-2-47,RS_21-465-_-y05-7-O-2,40004408132B
791,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408132B,RL_21-465-_-y05-7-O-2-48,RS_21-465-_-y05-7-O-2,40004408131B
320,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408131B,RL_21-465-_-y05-7-O-2-49,RS_21-465-_-y05-7-O-2,40004408016A
385,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408016A,RL_21-465-_-y05-7-O-2-50,RS_21-465-_-y05-7-O-2,40004408130A
353,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408130A,RL_21-465-_-y05-7-O-2-51,RS_21-465-_-y05-7-O-2,40004408129B
312,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408129B,RL_21-465-_-y05-7-O-2-52,RS_21-465-_-y05-7-O-2,40004408238A
638,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408238A,RL_21-465-_-y05-7-O-2-53,RS_21-465-_-y05-7-O-2,40004408128B
396,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408128B,RL_21-465-_-y05-7-O-2-54,RS_21-465-_-y05-7-O-2,40004408240A
194,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408240A,RL_21-465-_-y05-7-O-2-55,RS_21-465-_-y05-7-O-2,40004408115B
393,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408115B,RL_21-465-_-y05-7-O-2-56,RS_21-465-_-y05-7-O-2,40004408114A
402,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408114A,RL_21-465-_-y05-7-O-2-57,RS_21-465-_-y05-7-O-2,40004408113A
226,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408113A,RL_21-465-_-y05-7-O-2-58,RS_21-465-_-y05-7-O-2,40004408112A
312,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408112A,RL_21-465-_-y05-7-O-2-59,RS_21-465-_-y05-7-O-2,40004408111B
312,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408111B,RL_21-465-_-y05-7-O-2-60,RS_21-465-_-y05-7-O-2,40004408086A
385,tfl_21-465-_-y05-7_b3z8CFQ.xml,40004408086A,RL_21-465-_-y05-7-O-2-61,RS_21-465-_-y05-7-O-2,40004408086B
379,tfl_21-R68-_-y05-58885.xml,40004405136E,RL_21-R68-_-y05-58885-I-1-1,RS_21-R68-_-y05-58885-I-1,490007713E
262,tfl_21-R68-_-y05-58885.xml,490007713E,RL_21-R68-_-y05-58885-I-1-2,RS_21-R68-_-y05-58885-I-1,490007734W
423,tfl_21-R68-_-y05-58885.xml,490007734W,RL_21-R68-_-y05-58885-I-1-3,RS_21-R68-_-y05-58885-I-1,490013570W
506,tfl_21-R68-_-y05-58885.xml,490013570W,RL_21-R68-_-y05-58885-I-1-4,RS_21-R68-_-y05-58885-I-1,490007125W
344,tfl_21-R68-_-y05-58885.xml,490007125W,RL_21-R68-_-y05-58885-I-1-5,RS_21-R68-_-y05-58885-I-1,490007725N
238,tfl_21-R68-_-y05-58885.xml,490007725N,RL_21-R68-_-y05-58885-I-1-6,RS_21-R68-_-y05-58885-I-1,490010757N
287,tfl_21-R68-_-y05-58885.xml,490010757N,RL_21-R68-_-y05-58885-I-1-7,RS_21-R68-_-y05-58885-I-1,490007736N
501,tfl_21-R68-_-y05-58885.xml,490007736N,RL_21-R68-_-y05-58885-I-1-8,RS_21-R68-_-y05-58885-I-1,490013975N
256,tfl_21-R68-_-y05-58885.xml,490013975N,RL_21-R68-_-y05-58885-I-1-9,RS_21-R68-_-y05-58885-I-1,490007733N
107,tfl_21-R68-_-y05-58885.xml,490007733N,RL_21-R68-_-y05-58885-I-1-10,RS_21-R68-_-y05-58885-I-1,490007732N
314,tfl_21-R68-_-y05-58885.xml,490007732N,RL_21-R68-_-y05-58885-I-1-11,RS_21-R68-_-y05-58885-I-1,490010806N
339,tfl_21-R68-_-y05-58885.xml,490010806N,RL_21-R68-_-y05-58885-I-1-12,RS_21-R68-_-y05-58885-I-1,490008814E
209,tfl_21-R68-_-y05-58885.xml,490008814E,RL_21-R68-_-y05-58885-I-1-13,RS_21-R68-_-y05-58885-I-1,490010685E
188,tfl_21-R68-_-y05-58885.xml,490010685E,RL_21-R68-_-y05-58885-I-1-14,RS_21-R68-_-y05-58885-I-1,490010157E
353,tfl_21-R68-_-y05-58885.xml,490010157E,RL_21-R68-_-y05-58885-I-1-15,RS_21-R68-_-y05-58885-I-1,490013175E
289,tfl_21-R68-_-y05-58885.xml,490013175E,RL_21-R68-_-y05-58885-I-1-16,RS_21-R68-_-y05-58885-I-1,490004377E
281,tfl_21-R68-_-y05-58885.xml,490004377E,RL_21-R68-_-y05-58885-I-1-17,RS_21-R68-_-y05-58885-I-1,490013172C
399,tfl_21-R68-_-y05-58885.xml,490013172C,RL_21-R68-_-y05-58885-I-1-18,RS_21-R68-_-y05-58885-I-1,490004709E
238,tfl_21-R68-_-y05-58885.xml,490004709E,RL_21-R68-_-y05-58885-I-1-19,RS_21-R68-_-y05-58885-I-1,490013174E
449,tfl_21-R68-_-y05-58885.xml,490013174E,RL_21-R68-_-y05-58885-I-1-20,RS_21-R68-_-y05-58885-I-1,490009577N
177,tfl_21-R68-_-y05-58885.xml,490009577N,RL_21-R68-_-y05-58885-I-1-21,RS_21-R68-_-y05-58885-I-1,490007558N
460,tfl_21-R68-_-y05-58885.xml,490007558N,RL_21-R68-_-y05-58885-I-1-22,RS_21-R68-_-y05-58885-I-1,490009527SV
138,tfl_21-R68-_-y05-58885.xml,490009527SV,RL_21-R68-_-y05-58885-I-1-23,RS_21-R68-_-y05-58885-I-1,490009848N
401,tfl_21-R68-_-y05-58885.xml,490009848N,RL_21-R68-_-y05-58885-I-1-24,RS_21-R68-_-y05-58885-I-1,490011104N
425,tfl_21-R68-_-y05-58885.xml,490011104N,RL_21-R68-_-y05-58885-I-1-25,RS_21-R68-_-y05-58885-I-1,490011148R
395,tfl_21-R68-_-y05-58885.xml,490011148R,RL_21-R68-_-y05-58885-I-1-26,RS_21-R68-_-y05-58885-I-1,490015022H
320,tfl_21-R68-_-y05-58885.xml,490015022H,RL_21-R68-_-y05-58885-I-1-27,RS_21-R68-_-y05-58885-I-1,490009053E
199,tfl_21-R68-_-y05-58885.xml,490009053E,RL_21-R68-_-y05-58885-I-1-28,RS_21-R68-_-y05-58885-I-1,490005841R
396,tfl_21-R68-_-y05-58885.xml,490005841R,RL_21-R68-_-y05-58885-I-1-29,RS_21-R68-_-y05-58885-I-1,490005841U
313,tfl_21-R68-_-y05-58885.xml,490005841U,RL_21-R68-_-y05-58885-I-1-30,RS_21-R68-_-y05-58885-I-1,490012460N
399,tfl_21-R68-_-y05-58885.xml,490012460N,RL_21-R68-_-y05-58885-I-1-31,RS_21-R68-_-y05-58885-I-1,490005755E
727,tfl_21-R68-_-y05-58885.xml,490005755E,RL_21-R68-_-y05-58885-I-1-32,RS_21-R68-_-y05-58885-I-1,490007166B
316,tfl_21-R68-_-y05-58885.xml,490007166B,RL_21-R68-_-y05-58885-I-1-33,RS_21-R68-_-y05-58885-I-1,490013511C
541,tfl_21-R68-_-y05-58885.xml,490013511C,RL_21-R68-_-y05-58885-I-1-34,RS_21-R68-_-y05-58885-I-1,490011557E
200,tfl_21-R68-_-y05-58885.xml,490011557E,RL_21-R68-_-y05-58885-I-1-35,RS_21-R68-_-y05-58885-I-1,490012048E
317,tfl_21-R68-_-y05-58885.xml,490012048E,RL_21-R68-_-y05-58885-I-1-36,RS_21-R68-_-y05-58885-I-1,490009547SA
223,tfl_21-R68-_-y05-58885.xml,490009547SA,RL_21-R68-_-y05-58885-I-1-37,RS_21-R68-_-y05-58885-I-1,490015035SL
330,tfl_21-R68-_-y05-58885.xml,490015035SL,RL_21-R68-_-y05-58885-I-1-38,RS_21-R68-_-y05-58885-I-1,490009670E
256,tfl_21-R68-_-y05-58885.xml,490009670E,RL_21-R68-_-y05-58885-I-1-39,RS_21-R68-_-y05-58885-I-1,490010049N
212,tfl_21-R68-_-y05-58885.xml,490010049N,RL_21-R68-_-y05-58885-I-1-40,RS_21-R68-_-y05-58885-I-1,490016329N
669,tfl_21-R68-_-y05-58885.xml,490016329N,RL_21-R68-_-y05-58885-I-1-41,RS_21-R68-_-y05-58885-I-1,490016328W
60,tfl_21-R68-_-y05-58885.xml,490016328W,RL_21-R68-_-y05-58885-I-1-42,RS_21-R68-_-y05-58885-I-1,490018678W
184,tfl_21-R68-_-y05-58885.xml,490018678W,RL_21-R68-_-y05-58885-I-1-43,RS_21-R68-_-y05-58885-I-1,490016327N
403,tfl_21-R68-_-y05-58885.xml,490016327N,RL_21-R68-_-y05-58885-I-1-44,RS_21-R68-_-y05-58885-I-1,490016326S
384,tfl_21-R68-_-y05-58885.xml,490016326S,RL_21-R68-_-y05-58885-O-2-1,RS_21-R68-_-y05-58885-O-2,490016327S
240,tfl_21-R68-_-y05-58885.xml,490016327S,RL_21-R68-_-y05-58885-O-2-2,RS_21-R68-_-y05-58885-O-2,490018678E
198,tfl_21-R68-_-y05-58885.xml,490018678E,RL_21-R68-_-y05-58885-O-2-3,RS_21-R68-_-y05-58885-O-2,490016328S
494,tfl_21-R68-_-y05-58885.xml,490016328S,RL_21-R68-_-y05-58885-O-2-4,RS_21-R68-_-y05-58885-O-2,490016329S
177,tfl_21-R68-_-y05-58885.xml,490016329S,RL_21-R68-_-y05-58885-O-2-5,RS_21-R68-_-y05-58885-O-2,490010049W
383,tfl_21-R68-_-y05-58885.xml,490010049W,RL_21-R68-_-y05-58885-O-2-6,RS_21-R68-_-y05-58885-O-2,490009561W
479,tfl_21-R68-_-y05-58885.xml,490009561W,RL_21-R68-_-y05-58885-O-2-7,RS_21-R68-_-y05-58885-O-2,490009547SB
202,tfl_21-R68-_-y05-58885.xml,490009547SB,RL_21-R68-_-y05-58885-O-2-8,RS_21-R68-_-y05-58885-O-2,490012048SK
360,tfl_21-R68-_-y05-58885.xml,490012048SK,RL_21-R68-_-y05-58885-O-2-9,RS_21-R68-_-y05-58885-O-2,490011557W
382,tfl_21-R68-_-y05-58885.xml,490011557W,RL_21-R68-_-y05-58885-O-2-10,RS_21-R68-_-y05-58885-O-2,490000192S
155,tfl_21-R68-_-y05-58885.xml,490000192S,RL_21-R68-_-y05-58885-O-2-11,RS_21-R68-_-y05-58885-O-2,490013511F
498,tfl_21-R68-_-y05-58885.xml,490013511F,RL_21-R68-_-y05-58885-O-2-12,RS_21-R68-_-y05-58885-O-2,490011556J
657,tfl_21-R68-_-y05-58885.xml,490011556J,RL_21-R68-_-y05-58885-O-2-13,RS_21-R68-_-y05-58885-O-2,490005755W
211,tfl_21-R68-_-y05-58885.xml,490005755W,RL_21-R68-_-y05-58885-O-2-14,RS_21-R68-_-y05-58885-O-2,490004705W
278,tfl_21-R68-_-y05-58885.xml,490004705W,RL_21-R68-_-y05-58885-O-2-15,RS_21-R68-_-y05-58885-O-2,490012460S
312,tfl_21-R68-_-y05-58885.xml,490012460S,RL_21-R68-_-y05-58885-O-2-16,RS_21-R68-_-y05-58885-O-2,490005841T
279,tfl_21-R68-_-y05-58885.xml,490005841T,RL_21-R68-_-y05-58885-O-2-17,RS_21-R68-_-y05-58885-O-2,490018556E
320,tfl_21-R68-_-y05-58885.xml,490018556E,RL_21-R68-_-y05-58885-O-2-18,RS_21-R68-_-y05-58885-O-2,490009053W
332,tfl_21-R68-_-y05-58885.xml,490009053W,RL_21-R68-_-y05-58885-O-2-19,RS_21-R68-_-y05-58885-O-2,490015022W
278,tfl_21-R68-_-y05-58885.xml,490015022W,RL_21-R68-_-y05-58885-O-2-20,RS_21-R68-_-y05-58885-O-2,490001148Z
358,tfl_21-R68-_-y05-58885.xml,490001148Z,RL_21-R68-_-y05-58885-O-2-21,RS_21-R68-_-y05-58885-O-2,490011104S
378,tfl_21-R68-_-y05-58885.xml,490011104S,RL_21-R68-_-y05-58885-O-2-22,RS_21-R68-_-y05-58885-O-2,490009848S
259,tfl_21-R68-_-y05-58885.xml,490009848S,RL_21-R68-_-y05-58885-O-2-23,RS_21-R68-_-y05-58885-O-2,490009527ST
561,tfl_21-R68-_-y05-58885.xml,490009527ST,RL_21-R68-_-y05-58885-O-2-24,RS_21-R68-_-y05-58885-O-2,490007558S
90,tfl_21-R68-_-y05-58885.xml,490007558S,RL_21-R68-_-y05-58885-O-2-25,RS_21-R68-_-y05-58885-O-2,490009577S
482,tfl_21-R68-_-y05-58885.xml,490009577S,RL_21-R68-_-y05-58885-O-2-26,RS_21-R68-_-y05-58885-O-2,490012507W
297,tfl_21-R68-_-y05-58885.xml,490012507W,RL_21-R68-_-y05-58885-O-2-27,RS_21-R68-_-y05-58885-O-2,490004709W
231,tfl_21-R68-_-y05-58885.xml,490004709W,RL_21-R68-_-y05-58885-O-2-28,RS_21-R68-_-y05-58885-O-2,490013172D
381,tfl_21-R68-_-y05-58885.xml,490013172D,RL_21-R68-_-y05-58885-O-2-29,RS_21-R68-_-y05-58885-O-2,490004377F
272,tfl_21-R68-_-y05-58885.xml,490004377F,RL_21-R68-_-y05-58885-O-2-30,RS_21-R68-_-y05-58885-O-2,490013175W
263,tfl_21-R68-_-y05-58885.xml,490013175W,RL_21-R68-_-y05-58885-O-2-31,RS_21-R68-_-y05-58885-O-2,490010157W
421,tfl_21-R68-_-y05-58885.xml,490010157W,RL_21-R68-_-y05-58885-O-2-32,RS_21-R68-_-y05-58885-O-2,490010685W
393,tfl_21-R68-_-y05-58885.xml,490010685W,RL_21-R68-_-y05-58885-O-2-33,RS_21-R68-_-y05-58885-O-2,490010806S
230,tfl_21-R68-_-y05-58885.xml,490010806S,RL_21-R68-_-y05-58885-O-2-34,RS_21-R68-_-y05-58885-O-2,490007732S
276,tfl_21-R68-_-y05-58885.xml,490007732S,RL_21-R68-_-y05-58885-O-2-35,RS_21-R68-_-y05-58885-O-2,490007733S
380,tfl_21-R68-_-y05-58885.xml,490007733S,RL_21-R68-_-y05-58885-O-2-36,RS_21-R68-_-y05-58885-O-2,490013975S
419,tfl_21-R68-_-y05-58885.xml,490013975S,RL_21-R68-_-y05-58885-O-2-37,RS_21-R68-_-y05-58885-O-2,490007736S
256,tfl_21-R68-_-y05-58885.xml,490007736S,RL_21-R68-_-y05-58885-O-2-38,RS_21-R68-_-y05-58885-O-2,490010757S
203,tfl_21-R68-_-y05-58885.xml,490010757S,RL_21-R68-_-y05-58885-O-2-39,RS_21-R68-_-y05-58885-O-2,490007725S
248,tfl_21-R68-_-y05-58885.xml,490007725S,RL_21-R68-_-y05-58885-O-2-40,RS_21-R68-_-y05-58885-O-2,490007125E
305,tfl_21-R68-_-y05-58885.xml,490007125E,RL_21-R68-_-y05-58885-O-2-41,RS_21-R68-_-y05-58885-O-2,490012423E
413,tfl_21-R68-_-y05-58885.xml,490012423E,RL_21-R68-_-y05-58885-O-2-42,RS_21-R68-_-y05-58885-O-2,490013570E
389,tfl_21-R68-_-y05-58885.xml,490013570E,RL_21-R68-_-y05-58885-O-2-43,RS_21-R68-_-y05-58885-O-2,490007734E
219,tfl_21-R68-_-y05-58885.xml,490007734E,RL_21-R68-_-y05-58885-O-2-44,RS_21-R68-_-y05-58885-O-2,490007713D
208,tfl_21-R68-_-y05-58885.xml,490007713D,RL_21-R68-_-y05-58885-O-2-45,RS_21-R68-_-y05-58885-O-2,490007729F
302,tfl_21-R68-_-y05-58885.xml,490007729F,RL_21-R68-_-y05-58885-O-2-46,RS_21-R68-_-y05-58885-O-2,40004405136E
379,tfl_21-R68-_-y05-58885_glMYlIz.xml,40004405136E,RL_21-R68-_-y05-58885-I-1-1,RS_21-R68-_-y05-58885-I-1,490007713E
262,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007713E,RL_21-R68-_-y05-58885-I-1-2,RS_21-R68-_-y05-58885-I-1,490007734W
423,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007734W,RL_21-R68-_-y05-58885-I-1-3,RS_21-R68-_-y05-58885-I-1,490013570W
506,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013570W,RL_21-R68-_-y05-58885-I-1-4,RS_21-R68-_-y05-58885-I-1,490007125W
344,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007125W,RL_21-R68-_-y05-58885-I-1-5,RS_21-R68-_-y05-58885-I-1,490007725N
238,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007725N,RL_21-R68-_-y05-58885-I-1-6,RS_21-R68-_-y05-58885-I-1,490010757N
287,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010757N,RL_21-R68-_-y05-58885-I-1-7,RS_21-R68-_-y05-58885-I-1,490007736N
501,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007736N,RL_21-R68-_-y05-58885-I-1-8,RS_21-R68-_-y05-58885-I-1,490013975N
256,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013975N,RL_21-R68-_-y05-58885-I-1-9,RS_21-R68-_-y05-58885-I-1,490007733N
107,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007733N,RL_21-R68-_-y05-58885-I-1-10,RS_21-R68-_-y05-58885-I-1,490007732N
314,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007732N,RL_21-R68-_-y05-58885-I-1-11,RS_21-R68-_-y05-58885-I-1,490010806N
339,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010806N,RL_21-R68-_-y05-58885-I-1-12,RS_21-R68-_-y05-58885-I-1,490008814E
209,tfl_21-R68-_-y05-58885_glMYlIz.xml,490008814E,RL_21-R68-_-y05-58885-I-1-13,RS_21-R68-_-y05-58885-I-1,490010685E
188,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010685E,RL_21-R68-_-y05-58885-I-1-14,RS_21-R68-_-y05-58885-I-1,490010157E
353,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010157E,RL_21-R68-_-y05-58885-I-1-15,RS_21-R68-_-y05-58885-I-1,490013175E
289,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013175E,RL_21-R68-_-y05-58885-I-1-16,RS_21-R68-_-y05-58885-I-1,490004377E
281,tfl_21-R68-_-y05-58885_glMYlIz.xml,490004377E,RL_21-R68-_-y05-58885-I-1-17,RS_21-R68-_-y05-58885-I-1,490013172C
399,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013172C,RL_21-R68-_-y05-58885-I-1-18,RS_21-R68-_-y05-58885-I-1,490004709E
238,tfl_21-R68-_-y05-58885_glMYlIz.xml,490004709E,RL_21-R68-_-y05-58885-I-1-19,RS_21-R68-_-y05-58885-I-1,490013174E
449,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013174E,RL_21-R68-_-y05-58885-I-1-20,RS_21-R68-_-y05-58885-I-1,490009577N
177,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009577N,RL_21-R68-_-y05-58885-I-1-21,RS_21-R68-_-y05-58885-I-1,490007558N
460,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007558N,RL_21-R68-_-y05-58885-I-1-22,RS_21-R68-_-y05-58885-I-1,490009527SV
138,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009527SV,RL_21-R68-_-y05-58885-I-1-23,RS_21-R68-_-y05-58885-I-1,490009848N
401,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009848N,RL_21-R68-_-y05-58885-I-1-24,RS_21-R68-_-y05-58885-I-1,490011104N
425,tfl_21-R68-_-y05-58885_glMYlIz.xml,490011104N,RL_21-R68-_-y05-58885-I-1-25,RS_21-R68-_-y05-58885-I-1,490011148R
395,tfl_21-R68-_-y05-58885_glMYlIz.xml,490011148R,RL_21-R68-_-y05-58885-I-1-26,RS_21-R68-_-y05-58885-I-1,490015022H
320,tfl_21-R68-_-y05-58885_glMYlIz.xml,490015022H,RL_21-R68-_-y05-58885-I-1-27,RS_21-R68-_-y05-58885-I-1,490009053E
199,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009053E,RL_21-R68-_-y05-58885-I-1-28,RS_21-R68-_-y05-58885-I-1,490005841R
396,tfl_21-R68-_-y05-58885_glMYlIz.xml,490005841R,RL_21-R68-_-y05-58885-I-1-29,RS_21-R68-_-y05-58885-I-1,490005841U
313,tfl_21-R68-_-y05-58885_glMYlIz.xml,490005841U,RL_21-R68-_-y05-58885-I-1-30,RS_21-R68-_-y05-58885-I-1,490012460N
399,tfl_21-R68-_-y05-58885_glMYlIz.xml,490012460N,RL_21-R68-_-y05-58885-I-1-31,RS_21-R68-_-y05-58885-I-1,490005755E
727,tfl_21-R68-_-y05-58885_glMYlIz.xml,490005755E,RL_21-R68-_-y05-58885-I-1-32,RS_21-R68-_-y05-58885-I-1,490007166B
316,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007166B,RL_21-R68-_-y05-58885-I-1-33,RS_21-R68-_-y05-58885-I-1,490013511C
541,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013511C,RL_21-R68-_-y05-58885-I-1-34,RS_21-R68-_-y05-58885-I-1,490011557E
200,tfl_21-R68-_-y05-58885_glMYlIz.xml,490011557E,RL_21-R68-_-y05-58885-I-1-35,RS_21-R68-_-y05-58885-I-1,490012048E
317,tfl_21-R68-_-y05-58885_glMYlIz.xml,490012048E,RL_21-R68-_-y05-58885-I-1-36,RS_21-R68-_-y05-58885-I-1,490009547SA
223,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009547SA,RL_21-R68-_-y05-58885-I-1-37,RS_21-R68-_-y05-58885-I-1,490015035SL
330,tfl_21-R68-_-y05-58885_glMYlIz.xml,490015035SL,RL_21-R68-_-y05-58885-I-1-38,RS_21-R68-_-y05-58885-I-1,490009670E
256,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009670E,RL_21-R68-_-y05-58885-I-1-39,RS_21-R68-_-y05-58885-I-1,490010049N
212,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010049N,RL_21-R68-_-y05-58885-I-1-40,RS_21-R68-_-y05-58885-I-1,490016329N
669,tfl_21-R68-_-y05-58885_glMYlIz.xml,490016329N,RL_21-R68-_-y05-58885-I-1-41,RS_21-R68-_-y05-58885-I-1,490016328W
60,tfl_21-R68-_-y05-58885_glMYlIz.xml,490016328W,RL_21-R68-_-y05-58885-I-1-42,RS_21-R68-_-y05-58885-I-1,490018678W
184,tfl_21-R68-_-y05-58885_glMYlIz.xml,490018678W,RL_21-R68-_-y05-58885-I-1-43,RS_21-R68-_-y05-58885-I-1,490016327N
403,tfl_21-R68-_-y05-58885_glMYlIz.xml,490016327N,RL_21-R68-_-y05-58885-I-1-44,RS_21-R68-_-y05-58885-I-1,490016326S
384,tfl_21-R68-_-y05-58885_glMYlIz.xml,490016326S,RL_21-R68-_-y05-58885-O-2-1,RS_21-R68-_-y05-58885-O-2,490016327S
240,tfl_21-R68-_-y05-58885_glMYlIz.xml,490016327S,RL_21-R68-_-y05-58885-O-2-2,RS_21-R68-_-y05-58885-O-2,490018678E
198,tfl_21-R68-_-y05-58885_glMYlIz.xml,490018678E,RL_21-R68-_-y05-58885-O-2-3,RS_21-R68-_-y05-58885-O-2,490016328S
494,tfl_21-R68-_-y05-58885_glMYlIz.xml,490016328S,RL_21-R68-_-y05-58885-O-2-4,RS_21-R68-_-y05-58885-O-2,490016329S
177,tfl_21-R68-_-y05-58885_glMYlIz.xml,490016329S,RL_21-R68-_-y05-58885-O-2-5,RS_21-R68-_-y05-58885-O-2,490010049W
383,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010049W,RL_21-R68-_-y05-58885-O-2-6,RS_21-R68-_-y05-58885-O-2,490009561W
479,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009561W,RL_21-R68-_-y05-58885-O-2-7,RS_21-R68-_-y05-58885-O-2,490009547SB
202,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009547SB,RL_21-R68-_-y05-58885-O-2-8,RS_21-R68-_-y05-58885-O-2,490012048SK
360,tfl_21-R68-_-y05-58885_glMYlIz.xml,490012048SK,RL_21-R68-_-y05-58885-O-2-9,RS_21-R68-_-y05-58885-O-2,490011557W
382,tfl_21-R68-_-y05-58885_glMYlIz.xml,490011557W,RL_21-R68-_-y05-58885-O-2-10,RS_21-R68-_-y05-58885-O-2,490000192S
155,tfl_21-R68-_-y05-58885_glMYlIz.xml,490000192S,RL_21-R68-_-y05-58885-O-2-11,RS_21-R68-_-y05-58885-O-2,490013511F
