destination,destination_display,direction,file_name,journey_pattern_index,operator_ref,origin,route_ref,section_refs,service_code
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,1,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS1,PK0003436:5
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,2,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS2,PK0003436:5
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,3,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS3,PK0003436:5
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,4,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS4,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,5,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS5,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,6,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS6,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,7,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS7,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,8,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS8,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,9,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS9,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,10,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS10,PK0003436:5
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,11,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS11,PK0003436:5
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,12,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS12,PK0003436:5
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,13,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS13,PK0003436:5
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,14,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS14,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,15,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS15,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,16,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS16,PK0003436:5
Westway Common (opp) Caterham,Westway Common (opp) Caterham,outbound,404-21-404-_-y05-2_1.xml,17,CX,Crawford Crescent (->S) Coulsdon,RT1,JPS17,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,18,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS18,PK0003436:5
Westway Common (opp) Caterham,Crawford Crescent (->S) Coulsdon,inbound,404-21-404-_-y05-2_1.xml,19,CX,Crawford Crescent (->S) Coulsdon,RT2,JPS19,PK0003436:5
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,1,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-5-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,2,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-6-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,3,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-7-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,4,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-8-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,5,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-9-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,6,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-10-I-1,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,7,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-6-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,8,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-7-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,9,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-8-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,10,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-9-O-2,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,11,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-1-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,12,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-4-I-1,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,13,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-1-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,14,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-2-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,15,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-4-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,16,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-5-O-2,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,17,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-2-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-6_qyPH39c.xml,18,OId_CX,Crawford Crescent,R_21-404-_-y05-6-I-1,JPS_21-404-_-y05-6-3-I-1,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-6_qyPH39c.xml,19,OId_CX,Crawford Crescent,R_21-404-_-y05-6-O-2,JPS_21-404-_-y05-6-3-O-2,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,1,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-1-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,2,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-4-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,3,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-5-I-1,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,4,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-1-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,5,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-2-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,6,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-4-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,7,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-5-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,8,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-6-O-2,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,9,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-2-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,10,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-3-I-1,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,11,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-3-O-2,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,12,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-6-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,13,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-7-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,14,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-8-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,15,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-9-I-1,UZ000ABLO:404
Westway Caterham,Coulsdon,inbound,tfl_21-404-_-y05-7.xml,16,OId_CX,Crawford Crescent,R_21-404-_-y05-7-I-1,JPS_21-404-_-y05-7-10-I-1,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,17,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-7-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,18,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-8-O-2,UZ000ABLO:404
Westway Caterham,Caterham,outbound,tfl_21-404-_-y05-7.xml,19,OId_CX,Crawford Crescent,R_21-404-_-y05-7-O-2,JPS_21-404-_-y05-7-9-O-2,UZ000ABLO:404
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,1,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-4-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,2,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-6-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,3,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-9-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,4,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-10-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,5,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-13-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,6,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-14-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,7,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-16-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,8,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-19-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,9,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-20-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,10,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-21-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,11,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-23-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,12,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-28-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,13,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-29-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,14,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-30-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,15,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-31-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,16,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-35-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,17,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-39-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,18,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-40-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,19,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-45-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,20,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-48-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,21,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-50-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,22,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-52-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,23,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-53-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,24,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-54-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,25,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-55-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,26,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-56-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,27,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-62-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,28,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-67-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,29,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-69-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,30,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-75-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,31,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-76-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,32,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-77-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,33,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-89-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,34,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-90-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,35,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-91-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,36,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-92-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,37,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-105-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,38,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-106-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,39,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-107-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,40,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-108-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,41,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-109-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,42,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-110-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,43,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-111-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,44,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-112-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,45,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-113-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,46,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-115-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,47,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-117-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,48,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-118-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,49,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-119-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,50,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-120-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,51,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-121-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,52,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-122-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,53,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-128-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,54,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-130-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,55,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-131-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,56,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-134-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,57,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-135-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,58,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-136-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,59,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-137-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,60,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-138-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,61,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-139-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,62,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-140-I-1,PK0003436:2
Caterham Valley,Sutton (London),inbound,tfl_21-407-_-y05-11_HygcEjI.xml,63,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-I-1,JPS_21-407-_-y05-11-141-I-1,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,64,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-6-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,65,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-7-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,66,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-8-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,67,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-12-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,68,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-16-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,69,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-17-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,70,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-18-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,71,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-23-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,72,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-24-O-2,PK0003436:2
Caterham Valley,Caterham,outbound,tfl_21-407-_-y05-11_HygcEjI.xml,73,OId_CX,Sutton / Marshalls Road,R_21-407-_-y05-11-O-2,JPS_21-407-_-y05-11-25-O-2,PK0003436:2
