vehicle_journey_code,days_of_week,bank_holidays_operation,bank_holidays_non_operation,source_file
VJ90,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ91,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ92,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ93,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ94,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ95,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ96,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ97,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ98,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ99,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ100,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ101,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ102,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ103,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ104,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ105,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ106,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ107,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ108,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ109,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ110,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ111,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ112,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ113,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ114,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ115,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ116,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ117,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ118,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ119,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ120,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ121,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ122,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ123,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ124,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ125,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ126,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ127,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ128,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ129,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ130,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ131,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ132,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ133,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ134,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ135,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ136,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ137,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ138,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ139,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ140,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ141,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ142,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ143,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ144,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ145,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ146,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ147,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ148,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ149,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ150,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ151,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ152,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ153,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ154,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ155,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ156,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ157,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ158,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ159,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ160,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ161,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ162,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ163,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ164,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ165,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ166,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ167,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ168,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ169,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ170,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ171,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ172,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ173,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ174,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
VJ175,Saturday,GoodFriday,"ChristmasDay,BoxingDay,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",404-21-404-_-y05-2_1.xml
